"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"Groupe SEB",FR0000121709,"Well-below 2°C",,,France,Europe,"Consumer Products and Durables","Targets Set","2019-03-01 00:00:00",,"
French small appliance consumer Groupe SEB commits to reduce scope 1 and 2 GHG emissions 40% per product by 2023 and 60% by 2030 from a 2016 base-year. Groupe SEB also commits to reduce scope 3 GHG emissions 40% per product by 2030 from a 2016 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Growthpoint Properties",ZAE000179420,,,,"South Africa",Africa,"Real Estate",Committed,"2017-11-01 00:00:00",,,
"Grundfos Holding A/S",,,,1,Denmark,Europe,"Electrical Equipment and Machinery",Committed,"2019-12-01 00:00:00",,,
"Grupo Cementos de Chihuahua, S.A.B. de C.V.",,,,,Mexico,"Latin America","Construction Materials",Committed,"2020-01-01 00:00:00",,,
"Grupo Energía Bogotá S.A. ESP",COE01PA00026,,,,Colombia,"Latin America","Electric Utilities and Energy Related",Committed,"2017-03-31 23:00:00",,,
"Grupo Financiero Banorte SAB de CV",MXP370711014,,,,Mexico,"Latin America","Banks, Diverse Financials and Insurance",Committed,"2016-09-30 23:00:00",,,
"Grupo Malwee",,,,1,Brazil,"Latin America","Textiles, Apparel, Luxury Goods",Committed,"2019-08-31 23:00:00",,,
"GSL – Global Star Logistics",,,,1,China,Asia,"Water Transportation",Committed,"2019-08-31 23:00:00",,,
"Guess?, Inc.",US4016171054,1.5°C,,1,"United States of America (USA)","North America","Textiles, Apparel, Luxury Goods","Targets Set","2021-01-07 00:00:00",,"GUESS?, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2030 from a FY2019 base year. GUESS?, Inc. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 30% over the same time frame.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Guidehouse,,,,,"United States of America (USA)","North America","Professional Services",Committed,"2020-05-31 23:00:00",,,
"Gujarat Fluorochemicals Ltd. (GFL)",INE538A01037,,,,India,Asia,Chemicals,Committed,"2019-03-01 00:00:00",,,
"H&M Hennes & Mauritz AB",,"Well-below 2°C",,1,Sweden,Europe,Retailing,"Targets Set","2019-12-01 00:00:00",,"H&M group commits to reduce absolute scope 1 and 2 GHG emissions 40% by 2030 from a 2017 base-year. H&M group  commits to increase annual sourcing of renewable electricity from 95% in 2017 to 100% by 2030. H&M group also commits to reduce scope 3 GHG emissions from purchased raw materials, fabric and garments 59% per piece by 2030 from a 2017 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"Hamamatsu Photonics K.K.",,,,,Japan,Asia,"Electrical Equipment and Machinery",Committed,"2020-05-31 23:00:00",,,
"Hanesbrands Inc.",,,,,"United States of America (USA)","North America","Textiles, Apparel, Luxury Goods",Committed,"2020-09-30 23:00:00",,,
"Hannon Armstrong",US41068X1000,,,1,"United States of America (USA)","North America","Banks, Diverse Financials and Insurance",Committed,"2019-06-30 23:00:00",,,
"Havells India Limited",INE176B01034,,,,India,Asia,"Electrical Equipment and Machinery",Committed,"2018-11-01 00:00:00",,,
"Hayleys Fabric PLC",,,,1,"Sri Lanka",Asia,"Textiles, Apparel, Luxury Goods",Committed,"2020-09-30 23:00:00",,,
"HAZAMA ANDO CORPORATION",,"Well-below 2°C",,,Japan,Asia,"Construction and Engineering","Targets Set","2019-12-01 00:00:00",,"
Japanese construction company HAZAMA ANDO CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 33% by FY2030 from a FY2017 base year. HAZAMA ANDO CORPORATION also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and the use of sold products by 22% over the same timeframe.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"HCL Technologies",INE860A01027,,,,India,Asia,"Software and Services",Committed,"2019-09-30 23:00:00",,,
"Healthpeak Properties, Inc.",,"Well-below 2°C",,,"United States of America (USA)","North America","Real Estate","Targets Set","2019-12-01 00:00:00",,"
Real estate investment trust Healthpeak Properties, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 38% by 2033 from a 2018 base year. HCP also commits to reduce absolute scope 3 GHG emissions 19% by 2033 from a 2018 base year
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Heathrow Airport",,,,1,"United Kingdom (UK)",Europe,"Air Transportation - Airport Services",Committed,"2018-08-31 23:00:00",,,
"HeidelbergCement AG",DE0006047004,2°C,,,Germany,Europe,"Construction Materials","Targets Set","2019-04-30 23:00:00",,"
German multinational building materials company HeidelbergCement commits to reduce scope 1 GHG emissions 15% per ton of cementitious materials by 2030 from a 2016 base year. HeidelbergCement also commits to reduce scope 2 GHG emissions 65% per ton of cementitious materials within the same timeframe.*
*The target boundary includes biogenic emissions and removals associated with the use of bioenergy.”
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"HEINEKEN N.V.",NL0000009165,,,,Netherlands,Europe,"Food and Beverage Processing",Committed,"2019-11-01 00:00:00",,,
"Henkel AG & Co. KGaA",DE0006048432,1.5°C,,1,Germany,Europe,"Consumer Products and Durables","Targets Set","2020-03-01 00:00:00",,"
Henkel commits to reduce scope 1 and 2 GHG emissions 67% per ton of product by 2030 from a 2017 base year. Henkel also commits to increase annual sourcing of renewable electricity from 6% in 2017 to 100% by 2030. Furthermore, Henkel commits to reduce scope 3 GHG emissions from purchased goods and services 30% per ton of product by 2030 from a 2017 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
Hera,IT0001250932,,,,Italy,Europe,"Gas Utilities",Committed,"2018-06-30 23:00:00",,,
"Hersha Hotels & Resorts",,,,,"United States of America (USA)","North America","Real Estate",Committed,"2019-03-31 23:00:00",,,
"Hewlett Packard Enterprise Company",US42824C1099,1.5°C,,1,"United States of America (USA)","North America","Technology Hardware and Equipment","Targets Set","2019-07-31 23:00:00",,"
Multinational enterprise information technology company Hewlett Packard Enterprise commits to reduce absolute scope 1 and 2 GHG emissions by 55% by 2025 from 2016 base year. Hewlett Packard Enterprise also commits to reduce absolute scope 3 GHG emissions 15% by 2025 from 2016 base year. In addition, the company commits to increasing the energy performance of its product portfolio 30x within the same time-frame, which equates to reducing the greenhouse gas emissions per operation by over 95 percent. HPE commits that its manufacturing suppliers covering 80% of spend will set science-based targets by 2025
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"HH Global",,,,1,"United Kingdom (UK)",Europe,Media,Committed,"2020-04-30 23:00:00",,,
Hilton,US43300A2033,2°C,,,"United States of America (USA)","North America",Hospitality,"Targets Set","2018-04-30 23:00:00",,"
Global hotels and resorts brand Hilton commits to reduce Scope 1 and 2 GHG emissions 61% per square meter by 2030 from a 2008 base-year. Hilton also commits to work with its franchisees to reduce Scope 3 GHG emissions from Franchises 52% per square meter by 2030 from a 2008 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Hindustan Zinc Limited",INE267A01025,2°C,,,India,Asia,"Mining - Metals (Iron, Aluminium, Other Metals)","Targets Set","2018-08-31 23:00:00",,"
 Integrated mining and resources producer Hindustan Zinc Limited commits to reduce absolute Scopes 1 and 2 GHG emissions 14% by 2026 from a 2016 base-year. Hindustan Zinc Limited also commits to reduce absolute Scope 3 GHG emissions 20% by 2026 from a 2016 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
HITACHI,,1.5°C,,1,Japan,Asia,"Technology Hardware and Equipment","Targets Set","2020-12-10 00:00:00",,"Hitachi, Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2030 from a 2010 base year. Hitachi, Ltd. also commits to reduce absolute scope 3 GHG emissions 40% over the same time frame.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Hitachi Capital Corporation",JP3786600001,,,,Japan,Asia,"Banks, Diverse Financials and Insurance",Committed,"2019-06-30 23:00:00",,,
"Hitachi Construction Machinery Co. LTD",JP3787000003,2°C,,,Japan,Asia,"Electrical Equipment and Machinery","Targets Set","2019-04-30 23:00:00",,"
Japanese construction equipment company Hitachi Construction Machinery commits to reduce absolute scope 1 and 2 GHG emissions 45% by 2030 from a 2010 base year. Hitachi Construction Machinery also commits to reduce absolute scope 3 GHG emissions from use of sold products 33% by 2030 from a 2010 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"HK Electric Investments (HKEI)",HK0000179108,2°C,,,"Hong Kong",Asia,"Electric Utilities and Energy Related","Targets Set","2017-11-01 00:00:00",,"
Hong Kong based electricity generation company, HK Electric commits to reduce its GHG emissions per KWh 30% derived from electricity production by 2022 from a 2005 base-year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"HL Display AB",,,,,Sweden,Europe,Retailing,Committed,"2020-03-31 23:00:00",,,
"HNI Corporation",US4042511000,1.5°C,,,"United States of America (USA)","North America","Consumer Products and Durables","Targets Set","2020-07-31 23:00:00",,"
HNI Corporation commits to reduce absolute scope 1 and 2 GHG emissions 35% by 2025 from a 2018 base year.* HNI Corporation also commits to reduce scope 3 GHG emissions 40% per ton of goods sold by 2035 from a 2018 base year.
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Holt, Renfrew & Co., Limited",,,,,Canada,"North America",Retailing,Committed,"2020-09-30 23:00:00",,,
"Hong Kong Broadband Network Limited",KYG451581055,,,,"Hong Kong",Asia,Telecommunications,Committed,"2019-03-01 00:00:00",,,
"Host Hotels & Resorts, Inc.",US44107P1049,1.5°C,,,"United States of America (USA)","North America","Real Estate","Targets Set","2020-04-30 23:00:00",,"


Host Hotels & Resorts commits to reduce scope 1 and 2 GHG emissions 55% per square foot by 2025 from a 2008 base year.


","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"HP Inc",US40434L1052,1.5°C,,,"United States of America (USA)","North America","Technology Hardware and Equipment","Targets Set","2017-06-30 23:00:00",,"
American multinational information technology company HP Inc. commits to reduce scope 1 and 2 GHG emissions 60% by 2025, using a 2015 base year. HP Inc commits to reduce product use GHG emissions intensity (lifetime use emissions per unit shipped), including emissions resulting from both HP products' energy use and paper use, 30% by 2025 from a 2015 base year. This includes a commitment to reduce product use GHG emissions intensity for energy use 30% by 2025 from a 2015 base year. HP further commits to reduce the scope 3 emissions intensity from first-tier production and product transportation suppliers (emissions per million US$ revenue) 10% by 2025, using a 2015 base year.
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"HSBC Holdings plc",GB0005405286,,,,"United Kingdom (UK)",Europe,"Banks, Diverse Financials and Insurance",Committed,"2016-05-31 23:00:00",,,
"HUBER+SUHNER Group",CH0030380734,1.5°C,,,Switzerland,Europe,"Electrical Equipment and Machinery","Targets Set","2017-12-01 00:00:00",,"
Global provider of components and system solutions for electrical and optical connectivity HUBER+SUHNER Group commits to reduce scope 1 and 2 GHG emissions 50% per added value by 2025 from a 2015 base year. HUBER+SUHNER Group also commits to reduce scope 3 GHG emissions per added value 30% by 2025 from a 2015 base year
 
","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
